User amount,Iteration 1,Iteration 2,Iteration 3,Iteration 4,Iteration 5,Iteration 6,Iteration 7,Iteration 8,Iteration 9,Iteration 10
10.0,9.93638166081522,11.711052354247428,11.67422459639493,9.792181926435983,10.654271831277631,11.760445790408955,9.961379388108446,11.144437362359225,8.573762124593795,9.168701121173967
20.0,20.5264402095233,19.272059712820507,20.219692543941626,24.651791467405644,18.58871001676861,19.280996226309593,16.970896303360192,23.02994166941636,17.269266146369358,15.733969685886551
30.0,34.3210793960255,23.31296992110976,29.88475961219121,24.204088115884705,32.50987252575608,33.3521389173491,23.458624600201503,24.048852889146374,28.87261233420844,35.763500909120836
40.0,47.7937299787327,49.91474973145731,42.20432528651142,46.96356260393678,30.555187085526107,30.70651862867857,41.33276651332452,38.35497698002322,31.981942689653337,49.322931537987174
50.0,55.2748217743069,47.7094408932446,44.32527386127503,47.07183795687825,58.054208228873264,43.229215386045674,57.0925178372224,46.1269140049388,46.75534360730846,44.079775442769574
60.0,52.860986893261796,52.70048144987419,59.586154588650956,69.73397935140012,64.7020941241443,67.49532430381957,45.61375889345405,57.450570891220124,56.176662910978294,53.50170302299307
70.0,72.94618384547452,82.01690719299188,83.81243603388087,82.43925438886647,66.3320984600079,81.1593177104476,62.026753183256474,66.38887863796688,69.63334333626459,54.01947463296747
80.0,70.790825246373,95.91080903898333,62.13899270864676,62.42873044366846,98.46938904998264,83.45582259040694,80.88603410557116,79.35587535537232,94.63676172503513,70.92580062638709
90.0,92.67172478093963,107.11552774686618,85.97003193900778,86.1824230122754,100.44268708176656,108.88042874060395,92.5023307468615,107.73696184568863,101.10036018319285,88.36666700161271
100.0,121.9484489250739,120.47896450815693,86.08396479930606,95.65442073348162,80.38353638910479,83.62883746250252,91.90985531783562,103.2257774682557,120.62811315597615,111.16312979592985
110.0,128.63374243733938,128.99324560271532,134.89320528546222,115.35839562458915,127.8125839270576,105.25887408106718,118.80969385296561,131.01307599874798,84.97157378148016,110.91254268116887
120.0,127.76907864332651,99.12355504832104,111.11883344192593,95.83190476539427,111.90761970106313,103.7696144637672,109.83602697292672,143.97785488783666,130.32511052110507,95.94848764934622
130.0,128.41216993049977,154.5527835739228,124.44897194489724,130.76445187928573,106.5057022040096,127.89822410116471,110.92468468317868,157.41952048076675,108.65483039450729,105.84122835773157
140.0,163.75813111514006,145.645338333896,108.04090714312287,160.25869196849698,126.5508012037285,163.05161139529343,173.97232758022602,156.01853502846228,159.7934972772206,135.12304792033495
150.0,153.26170104281002,146.05494176370877,141.57497785055392,142.5906779756282,166.1191879883712,124.95582380129852,183.03404158469394,152.28184241619653,178.69207697071215,144.23462124572558
160.0,167.69234309047744,131.6886057985677,188.92985070857554,143.4140291683945,174.97943224638604,160.15728573190884,140.10167781121294,185.15719111831726,137.35259716762937,166.98149977662774
170.0,177.37051824452755,190.9912596178513,187.79336361998372,156.8487548244767,171.40322272942123,186.97925577126384,144.81796912781823,186.46887695966205,145.55028612694608,144.72165126469
180.0,151.2394277533849,196.31803888972422,209.78529945682263,167.42476842547396,201.10751010560557,186.90795293297356,192.72408719405053,178.10741894526944,141.4326536535899,187.56196226306596
190.0,184.50514801472067,217.1487828710027,147.68127619450274,200.73420862031966,196.5146861420918,184.74302959098117,158.15260385719898,154.86825883573687,143.31737537636076,191.3355556755339
200.0,191.82903698963656,151.4294234376111,188.83193468100734,185.59458069658598,181.12437953643385,248.66960132355308,181.43228170293202,161.36623989481345,161.40773375099084,189.287634839521
210.0,260.80052686035896,189.65464345189412,242.70729718231522,199.00747640213714,185.3328612102377,184.0348870762992,162.13933233372353,209.11380143321765,223.17491933511576,202.23899028831394
220.0,196.81417307335286,197.53629727202716,273.89372686310924,242.95154258614374,207.31724006515086,215.04776035366282,187.4642074396744,224.0927536833893,260.5005564669782,211.66365434584895
230.0,202.07709373087465,211.6928735725915,265.9775903871954,271.7138648960874,260.37754805485775,259.0277829029127,264.36002216185653,177.71806339347694,200.28644289408666,240.90568090755613
240.0,290.2167247250683,267.544943410839,219.84723171667235,228.26463173708848,265.98728114724145,288.7445055952106,188.63760730162807,185.31593918502287,253.661836010637,292.46045525764947
250.0,245.00350145595255,260.8812021742664,211.52684341456015,285.1266384152329,191.7459554172188,247.59443623880912,235.73459350100853,301.05489019689185,252.6652339335304,276.02872129473565
260.0,264.40919074610287,232.88243674731493,283.85154971865717,227.13717864308097,304.2758809710796,311.72351819584276,264.7410316335251,240.14437004571948,279.8702811686742,297.1434578555446
270.0,284.6938411144741,211.21589228932638,230.50016354255163,315.16162771657787,330.6998476263208,296.99631843497104,267.66749589777356,285.03546148644216,229.13282391612356,210.24875462046413
280.0,235.36061856542545,324.11749357130583,210.38662276937393,214.69603243813486,264.28528302335263,305.2484029489321,290.37851876380284,262.12796760112155,337.6498914945912,348.1801190481065
290.0,302.89039115461134,254.62024368103215,228.7198700435991,220.51838614137665,225.22927132090504,248.71994556068415,276.73283932578613,254.25851175390127,283.39158579990124,332.4916653324512
300.0,307.0616444826484,345.80602525378174,274.23931835437213,320.87868806823093,363.42393153386945,296.0423768819262,355.2124748317261,347.31509954368835,364.53482844569464,364.720471801579
310.0,330.04729754223774,260.3046009730457,351.8415047568315,291.6257517062349,309.481713858798,241.9602149967325,249.3233959196356,328.3393554846263,320.3359106282263,359.15178854573196
