User amount,Iteration 1,Iteration 2,Iteration 3,Iteration 4,Iteration 5,Iteration 6,Iteration 7,Iteration 8,Iteration 9,Iteration 10
10.0,12.403916389434055,13.200336973296984,11.853823996311402,13.818384922398057,12.670421701083331,12.06502538945626,11.950449661308866,12.089088666819574,14.053493931572064,13.832724906141724
20.0,35.43646544668521,30.430555762568005,29.888301246607547,29.78889598832559,35.06870332399505,36.24778127614118,31.91512609818865,32.600970020777055,33.39626899451836,35.80353123042368
30.0,53.78707350624505,64.4763343987596,51.35255474623652,63.71682591743418,51.04759421869383,59.24753717272734,59.34293264289005,50.12112597268407,58.649461556776785,63.880687207946984
40.0,90.37674734285693,89.5613995358028,76.83341251515454,78.88542750081339,75.11963086365833,76.10947823215734,74.40226691412096,94.30608521082377,73.35480377955955,73.79046721203501
50.0,111.65174925929489,127.01127760328706,95.66420404060675,119.89791824691402,101.19056887603749,117.46086662038886,123.97996475406246,100.82506033826792,116.60769326444074,115.96136347708484
60.0,150.33416533697238,156.58729447625626,120.08447656578811,136.6592444562822,156.76751989076575,148.1091987913601,155.7698552390289,129.11560211311644,152.32916114892276,143.54787376654224
70.0,185.16441278320295,148.0742189678891,157.44691048348147,145.71918807442742,156.25967971944485,171.9853082397527,179.2211420782973,158.92681967920186,162.5368074609545,151.26916991763085
80.0,190.9685206443869,215.07838686645084,199.5729160087349,184.38675295581322,225.74957673338372,178.4500605588807,218.87310570287428,189.75209863760367,199.28268424095342,184.8432410887256
90.0,207.41775853839053,235.98788080740044,259.65025849516235,236.91478849539774,235.14226900341006,202.52556495504103,202.49215261573545,251.11402918219804,242.08195350719936,246.0185517888259
100.0,259.9402776440096,276.84928330899675,293.52960546340256,285.53422935477204,235.25778975229653,286.31508935466456,283.0610528258684,288.1847435151923,236.50533169558273,227.42195981704526
110.0,298.68651262164656,293.4437960116181,334.0663908140793,279.31487357564515,294.39834706449477,283.3965087547159,306.4259815008962,326.1985742514259,328.22930187713655,263.7052300922547
120.0,327.2772815496015,311.2229782049352,333.38368419545384,294.7667338707082,315.6001247654833,351.7330111942302,340.56742108865143,280.8949111967817,366.6750260025639,309.75697531308833
130.0,368.42180507148487,387.8964427672707,329.02863844691353,330.1527445136519,394.0453112445142,377.4205633120172,319.6392030295468,350.0682814795718,334.0273912961763,344.0296930224821
140.0,445.6052076069061,382.81841709438953,372.6248169587075,340.9978970076834,409.78087530432344,402.41865135233047,450.5202376129326,363.4265936609796,340.9942070424903,385.6466698586569
150.0,412.7038392833581,430.9310814137415,453.6458470381294,452.7384624950388,434.8833594366548,411.89044031846026,441.3732768026548,473.21529530152833,480.97238282286526,412.87816292153855
160.0,400.2722367411286,486.8118709278396,446.57446978831194,508.2730080312189,460.48211802575156,436.94416100443254,424.978948833159,482.9234736931487,528.5551935613739,506.6996636918743
170.0,498.06472862587447,552.3926952592122,542.40629336151,540.3773066757487,491.593431299796,506.99603180971684,535.9211455774505,437.36983839233415,555.912539391101,535.0324959193265
180.0,578.9245237426002,578.650046253354,513.4249376717753,478.53377889615126,508.84292124596084,586.5762687329637,511.03633994305085,590.3158345878422,548.3025772077981,573.5984240987706
190.0,625.9998846238087,594.6302586515828,519.9429438277577,539.6053326577622,489.43403263482975,581.1424337490155,523.6408323635529,563.97033703589,488.48632995936214,513.5021843478839
200.0,597.9904093284646,559.1711371019975,680.3798654235006,582.5462247178693,530.3098437274414,520.4581476288988,617.7770354876084,586.7470170321297,583.2563585685363,532.8272007017899
