User amount,Iteration 1,Iteration 2,Iteration 3,Iteration 4,Iteration 5,Iteration 6,Iteration 7,Iteration 8,Iteration 9,Iteration 10
10.0,9.966637900955803,8.23788524365419,8.406178783912424,7.935917959008886,9.686773416756136,9.794047044085062,9.706765328074605,8.42485274896296,9.44536012176978,9.448222338326847
20.0,25.01544008450553,20.80473728245506,22.421053241291204,25.46870154040908,19.809388852282108,24.25718453244897,22.821066481096658,21.445131099595372,24.294176459651283,19.541871197130106
30.0,40.02167317024594,37.35878394106607,35.19754732371841,43.980558544280164,40.63679939029375,39.53030671415391,39.51392380009332,35.18730700528694,36.11696978142344,40.08558424191232
40.0,51.169057049961765,55.790923932355604,56.95141259844121,49.499120724593226,57.04516192315181,52.02152205482491,63.825951632732156,61.10316992663685,49.974159193171744,55.08291473426466
50.0,80.97444220601662,69.51301748070938,67.4142894782957,72.74580963739876,75.47647977080621,75.18008585101418,83.23304388973955,68.79391545541709,73.16946470325254,70.57209473410974
60.0,100.46982267557696,93.19171120014099,102.98531337582253,81.67786827917348,103.26449856798855,84.52781041570167,82.72881701173495,99.09440786194796,82.59748021122788,94.7595630443185
70.0,125.24076102563617,126.61014603450464,101.49499762028148,109.36721430446735,106.25787744725719,106.36290187903796,114.54311303908281,120.06359959670797,128.94141569831407,114.48558745060708
80.0,128.49425172662922,121.38904332892298,123.3169429995859,116.23320838574459,137.95857780177903,139.96413252051866,129.0035061477611,140.4076849091999,136.11974517211627,135.08245188396634
90.0,159.0429655581998,136.75272642682089,143.53888536672324,140.11745111683655,175.57816247041285,153.74066606248138,137.91867451084795,153.86749822106003,170.3494742962519,137.71463301071475
100.0,161.50020553085116,198.17502414378072,162.68312754425176,180.82495839573275,176.92614139345937,151.16835819765794,184.15422082974783,190.63928082545783,168.900598298814,195.2490350897493
110.0,178.21885345674863,179.63108126255702,174.655668068409,215.47347792500997,192.65654021354308,221.9306564012525,211.88920299198088,170.47947304742198,201.46387784858,190.70454858838332
120.0,196.41469256244625,197.62353773957625,215.38858156027538,246.34814696337588,210.18399165351218,192.44431819421843,203.91752628884493,234.48820914351995,246.2098276483669,233.3382194856467
130.0,226.41189611827494,239.57927939849733,250.24678756950243,222.24756363439315,210.3586019332999,260.3269438197796,272.56121281913454,210.0795300358501,220.4582987518804,254.56614606315915
140.0,277.8107436753946,291.9208443531462,279.83334995106304,239.25785004963237,261.96524409517934,236.38240039644285,278.852531211503,233.25044719784634,289.02552642942396,246.84536936893403
150.0,280.5207394849114,247.92153758033598,317.75582819387495,280.2268759447833,316.0196329828178,295.561242205025,303.83046684219335,284.40986902662405,295.6622923340279,273.65702001316487
160.0,311.7930380693599,282.11753484276176,279.967230901918,325.07813283737823,335.47176281863347,341.4893601010033,291.29595896173316,300.4287743438458,323.4248814406282,308.6917433933544
170.0,371.96904628367093,320.4584338801708,330.29629111151496,350.8463229457708,295.36604272830334,373.66235753194223,342.8811744899752,300.7533731606529,348.49922972551497,319.24713796677094
180.0,360.63522286549664,314.0888663208038,396.6832592457126,378.6432070384599,323.4903188243619,343.13930206265235,402.0901346093328,367.91770990147074,390.91570407093394,329.39968575188755
