User amount,Iteration 1,Iteration 2,Iteration 3,Iteration 4,Iteration 5,Iteration 6,Iteration 7,Iteration 8,Iteration 9,Iteration 10
10.0,22.340298050249274,24.911389327544413,23.528048592706334,23.61056684883404,23.32469353236096,23.825471179865215,21.911829049417314,23.233526029178798,22.62725605616586,23.00142602731569
20.0,55.96290565620851,49.70261547538851,50.10799379054917,54.440687455731236,53.65741334076366,55.52877750245078,48.88602240154884,55.630911690193415,50.66553514088771,51.53750091631023
30.0,88.10815290227055,87.78930431986936,81.23731435842774,87.92091403331888,83.55746674444991,92.59967609007644,82.80155724309155,74.16997886183044,87.52207389098523,99.64418811706781
40.0,138.17047732158963,139.47614926726013,119.03773780166595,125.84899010475017,105.67481794918444,106.81599686083591,115.73503342744547,132.661062190847,105.33674646921288,123.11339875002218
50.0,166.9265710336018,174.72071849653165,139.98947790188177,166.96975620379226,159.24477710491075,160.69008200643452,181.07248259128488,146.9519743432067,163.36303687174922,160.0411389198544
60.0,203.19515223023416,209.28777592613045,179.67063115443906,206.39322380768232,221.46961401491006,215.60452309517967,201.38361413248296,186.56617300433658,208.50582405990104,197.0495767895353
70.0,258.11059662867746,230.09112616088098,241.25934651736236,228.1584424632939,222.59177817945275,253.1446259502003,241.24789526155377,225.31569831716874,232.1701507972191,205.28864455059832
80.0,261.7593458907599,310.98919590543414,261.7119087173817,246.81548339948168,324.21896578336634,261.90588314928766,299.7591398084454,269.107973992976,293.91944596598853,255.76904171511268
90.0,300.08948331933016,343.1034085542666,345.6202904341701,323.09721150767314,335.5849560851766,311.40599369564495,294.99448336259695,358.85099102788666,343.1823136903922,334.3852187904386
100.0,381.8887265690835,397.3282478171537,379.6135702627086,381.18865008825367,315.64132614140135,369.9439268171671,374.97090814370404,391.410520983448,357.13344485155886,338.58508961297514
110.0,427.32025505898594,422.4370416143334,468.9595960995415,394.6732692002343,422.21093099155235,388.6553828357831,425.23567535386184,457.2116502501739,413.2008756586167,374.61777277342355
120.0,455.04636019292803,410.3465332532562,444.50251763737975,390.59863863610246,427.50774446654646,455.5026256579974,450.40344806157816,424.8727660846184,497.00013652366897,405.7054629624346
130.0,496.83397500198464,542.4492263411935,453.4776103918108,460.9171963929376,500.5510134485238,505.3187874131819,430.5638877127255,507.4878019603385,442.6822216906836,449.87092138021364
140.0,609.3633387220461,528.4637554282856,480.6657241018304,501.25658897618035,536.3316765080519,565.4702627476239,624.4925651931586,519.4451286894418,500.7877043197109,520.7697177789919
150.0,565.9655403261681,576.9860231774503,595.2208248886833,595.329140470667,601.002547425026,536.8462641197588,624.4073183873487,625.4971377177249,659.6644597935774,557.1127841672642
160.0,567.964579831606,618.5004767264073,635.5043204968874,651.6870371996134,635.4615502721376,597.1014467363414,565.0806266443719,668.080664811466,665.9077907290033,673.6811634685021
170.0,675.435246870402,743.3839548770636,730.1996569814937,697.2260615002255,662.9966540292172,693.9752875809806,680.7391147052688,623.8387153519961,701.462825518047,679.7541471840165
